"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.941097833E0,4.765763616E-1,-1.126632741E-1,1.898374575E0
3.951166833E0,6.791612609E-1,-1.870576912E-1,1.373497508E0
3.961236833E0,5.090774520E-1,-3.830864730E-1,6.895703280E-1
3.971306833E0,9.341717110E-1,-5.252279001E-1,1.247953695E-1
3.981376833E0,1.249022274E0,-2.499143824E-1,-7.864785719E-1
3.991446833E0,1.305403612E0,-4.677015308E-1,-1.351189211E0
4.001516833E0,1.039486424E0,-7.893381527E-1,-1.462539493E0
4.011586833E0,5.161941712E-1,-9.536785340E-1,-1.122190611E0
4.021656833E0,1.341473149E-1,-9.119124573E-1,-6.100388396E-1
4.031726833E0,-1.124457394E-1,-8.958457705E-1,-8.502728641E-2
4.041796833E0,-2.401223975E-1,-9.199553025E-1,2.976039809E-1
4.051866833E0,-2.165303624E-1,-7.861467424E-1,4.714838022E-1
4.061936833E0,-7.672500763E-2,-6.127604261E-1,3.102322125E-1
4.072006833E0,1.070195598E-1,-4.749038386E-1,-3.031839788E-2
4.082076833E0,2.640246457E-1,-2.974958074E-1,-3.833101290E-1
4.092146833E0,3.176401231E-1,-9.338705063E-2,-7.231263292E-1
4.102216833E0,2.230780745E-1,1.049896806E-1,-8.853386164E-1
4.112286833E0,3.649463362E-2,3.483408558E-1,-8.444437748E-1
4.122356833E0,-1.356532835E-1,5.498958412E-1,-8.013790315E-1
4.132426833E0,-2.702722311E-1,6.426315120E-1,-7.989214468E-1
4.142496833E0,-3.247403971E-1,6.641533586E-1,-8.231844682E-1
4.152566833E0,-2.999007307E-1,7.487652004E-1,-9.541229224E-1
4.162636833E0,-2.050320321E-1,8.072282937E-1,-1.127478248E0
4.172706833E0,-1.343520862E-1,8.340316379E-1,-1.270939685E0
4.182776833E0,-1.058955971E-1,8.565957507E-1,-1.334994178E0
4.192846833E0,-1.043548740E-1,8.765636998E-1,-1.314642359E0
4.202916833E0,-1.364731088E-1,8.909209532E-1,-1.210350251E0
4.212986833E0,-1.550161189E-1,8.667576268E-1,-1.001537994E0
4.223055833E0,-1.641536359E-1,8.023996630E-1,-8.344374347E-1
4.233125833E0,-2.224665106E-1,7.530544254E-1,-7.194788361E-1
4.243195833E0,-2.659227067E-1,7.479927832E-1,-6.345538759E-1
4.253265833E0,-2.229009039E-1,7.768982014E-1,-5.835223013E-1
4.263335833E0,-1.260604877E-1,7.959384897E-1,-6.212233937E-1
4.273405833E0,-1.112003373E-3,7.791575655E-1,-6.871051419E-1
4.283475833E0,9.856751011E-2,7.596451145E-1,-6.490046847E-1
4.293545833E0,1.669732729E-1,8.249131975E-1,-5.348360449E-1
4.303615833E0,1.434238220E-1,9.979442954E-1,-3.890667129E-1
4.313685833E0,4.317785949E-2,1.127908604E0,-2.827286643E-1
4.323755833E0,-3.622277007E-2,1.161800235E0,-2.141823399E-1
4.333825833E0,-6.436918315E-2,1.224152311E0,-1.861390936E-1
4.343895833E0,-8.706182510E-2,1.289828238E0,-1.716619724E-1
4.353965833E0,-1.208437664E-1,1.280675591E0,-1.729302335E-1
4.364035833E0,-1.382999709E-1,1.205218442E0,-1.706486499E-1
4.374105833E0,-1.881869530E-1,1.106351381E0,-6.358086884E-2
4.384175833E0,-2.361776831E-1,9.944315806E-1,5.019074500E-2
4.394245833E0,-2.408690139E-1,9.518375382E-1,1.354577672E-1
4.404315833E0,-1.869022466E-1,8.901119909E-1,2.764855921E-1
4.414385833E0,-1.304223827E-1,8.006218171E-1,3.968271375E-1
4.424455833E0,-6.298490966E-2,7.640509915E-1,4.783115959E-1
4.434525833E0,4.545711329E-2,8.214957923E-1,5.506872618E-1
4.444595833E0,1.375940109E-1,8.949254188E-1,6.710773391E-1
4.454665833E0,1.638370091E-1,9.632390240E-1,9.571207899E-1
4.464735833E0,1.619602356E-1,1.210463687E0,1.310604857E0
4.474805833E0,1.207475979E-1,1.552005693E0,1.516209916E0
4.484875833E0,-2.407766461E-2,1.783141742E0,1.538457987E0
4.494945833E0,-1.280969633E-1,1.909149240E0,1.536829537E0
4.505015833E0,-1.683264282E-1,1.963160555E0,1.547307163E0
4.515085833E0,-3.022928631E-1,1.781110712E0,1.601378120E0
4.525154833E0,-5.198566478E-1,1.420348031E0,1.684191066E0
4.535224833E0,-6.503730793E-1,1.127269503E0,1.827421537E0
4.545294833E0,-5.616191797E-1,9.953721052E-1,1.775947328E0
4.555364833E0,-3.214009792E-1,8.475261346E-1,1.333296146E0
4.565434833E0,-5.124013748E-2,5.409183186E-1,6.587993556E-1
4.575504833E0,1.355413093E-1,2.426904398E-1,-1.322815597E-2
4.585574833E0,1.507883262E-1,1.694756985E-2,-4.879834753E-1
4.595644833E0,-1.335136777E-1,-1.278084397E-1,-6.717135161E-1
4.605714833E0,-5.755858390E-1,-1.912314337E-1,-6.149990326E-1
4.615784833E0,-9.545278421E-1,-2.311144146E-1,-4.956807500E-1
4.625854833E0,-1.214490372E0,-3.438113102E-1,-4.059125412E-1
4.635924833E0,-1.319145592E0,-4.866269213E-1,-2.970631135E-1
4.645994833E0,-1.349645254E0,-6.220572066E-1,-2.357977420E-1
4.656064833E0,-1.243748524E0,-7.778220615E-1,-1.881622303E-1
4.666134833E0,-1.056212238E0,-9.505216223E-1,-1.145352602E-1
4.676204833E0,-8.558177787E-1,-1.016374134E0,4.962122619E-2
4.686274833E0,-6.770310471E-1,-9.913211542E-1,2.065289193E-1
4.696344833E0,-4.948224884E-1,-9.455219606E-1,2.929981291E-1
4.706414833E0,-2.529851573E-1,-8.896462601E-1,1.661965799E-1
4.716484833E0,2.501965106E-2,-8.399259236E-1,-1.116350412E-1
4.726554833E0,2.551720160E-1,-8.026683426E-1,-4.503847092E-1
4.736624833E0,3.205539369E-1,-7.356765005E-1,-6.908052599E-1
4.746694833E0,1.523183232E-1,-6.017790627E-1,-7.750899500E-1
4.756764833E0,-9.021701921E-2,-4.014002448E-1,-7.821171337E-1
4.766834833E0,-2.867942333E-1,-2.054936698E-1,-7.969585365E-1
4.776904833E0,-4.120763104E-1,6.750025749E-3,-8.043880087E-1
4.786974833E0,-4.042243769E-1,2.475272566E-1,-8.614100558E-1
4.797044833E0,-3.403018845E-1,4.570011261E-1,-9.604595500E-1
4.807114458E0,-2.281202017E-1,6.138380679E-1,-1.129033608E0
4.817184458E0,-8.966325134E-2,6.890031481E-1,-1.317142044E0
4.827254458E0,-9.613809250E-3,7.087395474E-1,-1.262883976E0
4.837324458E0,1.227085713E-2,7.291168016E-1,-1.030230866E0
4.847394458E0,1.107963312E-2,6.887531796E-1,-8.333317262E-1
4.857464458E0,3.366625775E-2,7.041035825E-1,-6.575778723E-1
4.867533458E0,5.881630171E-2,7.706571758E-1,-5.462843084E-1
4.877603458E0,1.017744429E-1,7.841288683E-1,-5.261155075E-1
4.887673458E0,1.625926851E-1,7.115371478E-1,-5.459282130E-1
4.897743458E0,2.059344768E-1,7.276865727E-1,-5.268452400E-1
4.907813458E0,2.058153763E-1,7.858730927E-1,-5.453095776E-1
4.917883458E0,1.038613508E-1,7.852603045E-1,-5.089042282E-1
4.927953458E0,-5.745200012E-2,8.094546211E-1,-4.164176488E-1
4.938023458E0,-2.330421685E-1,8.210698226E-1,-2.905458069E-1
4.948093458E0,-3.034088408E-1,8.216457734E-1,-2.010945171E-1
4.958163458E0,-1.923574248E-1,7.849121028E-1,-2.486078221E-1
4.968233458E0,-7.635056656E-2,6.667340273E-1,-3.182925993E-1
4.978303458E0,-6.815821543E-2,5.364647868E-1,-2.759388775E-1
4.988373458E0,-1.345436282E-1,6.033788610E-1,-9.430564821E-2
4.998443458E0,-1.846912500E-1,9.758646244E-1,3.820687652E-2
5.008513458E0,-2.140609371E-1,1.204392816E0,-1.237317610E-1
5.018583458E0,-3.358377546E-1,1.144642458E0,-2.628463769E-1
5.028653458E0,-4.719492406E-1,1.094993750E0,-1.098411155E-1
5.038723458E0,-6.547341520E-1,1.092225678E0,2.493287838E-1
5.048793458E0,-8.561346978E-1,1.055987559E0,7.295565122E-1
5.058863458E0,-9.081521130E-1,9.542866445E-1,1.224777086E0
5.068933458E0,-7.528518194E-1,8.236908370E-1,1.599081334E0
5.079003458E0,-4.335716619E-1,6.059893504E-1,1.942602330E0
5.089073458E0,1.359970998E-3,4.152508369E-1,2.102789142E0
5.099143458E0,4.422473219E-1,3.556604004E-1,2.160545014E0
5.109213458E0,7.649274161E-1,3.100597197E-1,2.130756959E0
5.119283458E0,1.093348416E0,2.694970000E-1,1.831861913E0
5.129353458E0,1.376839777E0,2.612813696E-1,1.255673774E0
5.139423458E0,1.486670513E0,8.015860230E-2,5.285467798E-1
5.149493458E0,1.349493080E0,-2.993625310E-1,4.330857217E-2
5.159563458E0,1.296903076E0,-3.635760686E-1,-1.183394587E-1
5.169633458E0,7.756695552E-1,-5.434162492E-1,-2.017172456E-2
5.179703458E0,3.478601051E-1,-8.620333689E-1,2.363596594E-1
5.189773458E0,5.286869667E-3,-1.013798144E0,5.791971159E-1
5.199843458E0,-1.247510403E-1,-1.018887268E0,9.169948572E-1
5.209913458E0,3.960103545E-2,-9.517632785E-1,1.145035098E0
5.219983458E0,5.440856092E-1,-8.507695851E-1,9.480026418E-1
5.230053458E0,1.085952565E0,-7.945199552E-1,4.210995144E-1
5.240123458E0,1.513145536E0,-6.620468992E-1,-1.584098428E-1
5.250192458E0,1.736320602E0,-3.794500896E-1,-5.946401972E-1
5.260262458E0,1.664682123E0,-4.886342704E-2,-8.664643890E-1
5.270332458E0,1.308297253E0,3.186913794E-1,-1.047698253E0
5.280402458E0,9.368226193E-1,6.297574049E-1,-1.090584657E0
5.290472458E0,6.066901757E-1,8.604271388E-1,-1.141564776E0
5.300542458E0,3.446541133E-1,1.011604561E0,-1.215992814E0
5.310612458E0,8.513575226E-2,1.086566742E0,-1.279009427E0
5.320682458E0,-1.534580917E-1,1.201439679E0,-1.267828966E0
5.330752458E0,-3.223788894E-1,1.327603005E0,-1.309604983E0
5.340822458E0,-4.315575519E-1,1.350204540E0,-1.457804418E0
5.350892458E0,-3.745521329E-1,1.287130332E0,-1.441314685E0
5.360962458E0,-1.594837205E-1,1.182278061E0,-1.389080923E0
5.371032458E0,3.223997567E-2,1.043894932E0,-1.426845165E0
5.381102458E0,6.237137228E-2,8.042640477E-1,-1.499804968E0
5.391172458E0,-1.921859186E-2,5.789883703E-1,-1.473214170E0
5.401242458E0,-1.142480523E-1,4.998322731E-1,-1.243218620E0
5.411312458E0,-1.797906254E-1,5.248463693E-1,-1.044277632E0
5.421382458E0,-1.290360992E-1,5.095705184E-1,-8.919430465E-1
5.431452458E0,-1.344450295E-2,5.209240571E-1,-8.181383210E-1
5.441522458E0,7.684476592E-2,4.882123938E-1,-8.145264959E-1
5.451592458E0,1.220027759E-1,4.808039716E-1,-7.603011721E-1
5.461662458E0,7.860050205E-2,5.471377096E-1,-7.069289571E-1
5.471732458E0,-5.316840302E-2,6.681812131E-1,-4.950948590E-1
5.481802458E0,-2.016422916E-1,7.814312553E-1,-2.248412293E-1
5.491872458E0,-3.070220546E-1,8.488078442E-1,-7.167750835E-2
5.501942458E0,-3.636843883E-1,8.150840279E-1,-7.947009265E-2
5.512012458E0,-3.743933444E-1,6.960446575E-1,-2.136104822E-2
5.522082458E0,-3.461359804E-1,5.945393327E-1,1.799509853E-1
5.532152458E0,-3.249945683E-1,5.639212650E-1,4.235500824E-1
5.542222458E0,-2.813842798E-1,5.269656926E-1,5.995460111E-1
5.552292458E0,-2.264700809E-1,4.124295554E-1,7.012858093E-1
5.562362458E0,-1.449113628E-1,3.130081782E-1,8.225506300E-1
5.572432458E0,-5.114698403E-2,3.541448021E-1,8.678987110E-1
5.582502458E0,4.968309704E-2,4.138638774E-1,7.611057490E-1
5.592572458E0,1.379292757E-1,3.559118307E-1,7.152074450E-1
5.602642458E0,1.508603931E-1,3.520520836E-1,7.622178894E-1
5.612712458E0,1.211835444E-1,6.108460477E-1,8.114444286E-1
5.622782458E0,2.318040937E-2,1.000377614E0,8.219273168E-1
5.632852458E0,-9.384799395E-2,1.241348680E0,7.563332516E-1
5.642922458E0,-2.039512474E-1,1.294023907E0,7.290495586E-1
5.652991458E0,-3.278380327E-1,1.271052536E0,7.921889627E-1
5.663061458E0,-5.037622964E-1,1.187189430E0,9.405129433E-1
5.673131458E0,-6.422268847E-1,1.193271996E0,1.179398600E0
5.683201458E0,-5.655993428E-1,1.202217651E0,1.219627444E0
5.693271458E0,-3.334989780E-1,1.100685429E0,9.922175324E-1
5.703341458E0,-1.326301999E-2,9.705775720E-1,4.863959563E-1
5.713411458E0,2.318223663E-1,7.585075387E-1,-3.019929010E-1
5.723481458E0,2.417353337E-1,4.561038709E-1,-9.817662191E-1
5.733551458E0,4.018462412E-3,2.288720074E-1,-1.389272127E0
5.743621458E0,-4.333065272E-1,8.617801845E-2,-1.428128044E0
5.753691458E0,-9.566218762E-1,-5.016414016E-2,-1.200516989E0
5.763761458E0,-1.413079796E0,-1.811104882E-1,-8.930259508E-1
5.773831458E0,-1.642963810E0,-3.297902718E-1,-5.322562534E-1
5.783901458E0,-1.648882070E0,-5.180820179E-1,-1.891954333E-1
5.793971458E0,-1.452814696E0,-6.734375677E-1,1.036641169E-1
5.804041458E0,-1.117923825E0,-7.757196951E-1,3.013345045E-1
5.814115083E0,-7.798585005E-1,-8.285106969E-1,2.745408082E-1
5.824185083E0,-5.086386184E-1,-8.358738032E-1,1.574795508E-1
5.834255083E0,-2.391130767E-1,-8.048335665E-1,-3.128845096E-2
5.844325083E0,-4.504512213E-2,-7.932861927E-1,-1.898754644E-1
5.854395083E0,9.756510548E-2,-7.505945018E-1,-2.744221097E-1
5.864465083E0,2.235287487E-1,-4.380643335E-1,-4.662084442E-1
5.874535083E0,1.499776097E-1,-3.307933617E-1,-3.232054299E-1
5.884605083E0,-2.214220334E-1,-5.549551445E-1,-1.361915928E-1
5.894675083E0,-4.913725946E-1,-5.183077204E-1,-3.592997074E-1
5.904745083E0,-5.933291052E-1,-3.319034556E-1,-6.754118800E-1
5.914815083E0,-5.902510578E-1,-1.028238720E-1,-8.023239416E-1
5.924885083E0,-6.562892190E-1,2.469632927E-1,-6.473399824E-1
5.934955083E0,-6.569479079E-1,5.756706601E-1,-3.592652088E-1
5.945025083E0,-5.754473696E-1,6.006496730E-1,-1.887539685E-2
5.955095083E0,-4.797826823E-1,4.299682787E-1,1.582239014E-1
5.965165083E0,-3.470487674E-1,2.215287817E-1,1.429351866E-2
5.975235083E0,-1.246820797E-1,5.052023560E-2,-2.439423287E-1
5.985305083E0,6.168775968E-2,3.360862613E-2,-4.553946036E-1
5.995375083E0,7.382007435E-2,1.260399494E-1,-4.880033559E-1
6.005445083E0,8.023629718E-2,3.843178967E-1,-3.423234862E-1
6.015515083E0,1.739503533E-1,5.870914418E-1,-1.690523601E-1
6.025585083E0,2.328349578E-1,6.698979557E-1,-1.386181873E-1
6.035655083E0,1.933700529E-1,7.855965194E-1,-1.108146769E-1
6.045725083E0,4.258541778E-2,9.339848194E-1,8.784622908E-2
6.055795083E0,-2.996507987E-2,9.348788586E-1,4.095424926E-1
6.065865083E0,9.940354317E-2,6.889958391E-1,5.518865258E-1
6.075935083E0,1.745626299E-1,2.974902526E-1,4.739595133E-1
6.086005083E0,1.377541150E-1,-6.053052261E-2,5.552422428E-1
6.096075083E0,1.685907224E-1,-3.627590664E-1,6.820139712E-1
6.106145083E0,2.130418405E-1,-4.654379274E-1,6.299638116E-1
6.116215083E0,2.923727694E-1,-2.821097365E-1,5.613169152E-1
6.126285083E0,4.632196400E-1,3.416835085E-2,5.326550335E-1
6.136354083E0,4.941585736E-1,2.535925734E-1,4.033543843E-1
6.146425083E0,9.022758074E-1,2.710314555E-1,3.148608685E-1
6.156494083E0,1.584357899E0,3.220244385E-1,2.826719463E-1
6.166564083E0,1.414043417E0,3.247803044E-1,4.034561259E-1
6.176634083E0,1.065762203E0,1.233360507E-1,8.344280791E-1
6.186704083E0,6.589385194E-1,2.860566802E-1,1.120176246E0
6.196774083E0,1.942969827E-1,8.751183412E-1,1.391965354E0
6.206844083E0,-3.341182347E-1,1.337544587E0,1.290874597E0
6.216914083E0,-5.262394685E-1,1.131459983E0,7.528763777E-1
6.226984083E0,-3.368086848E-1,6.844263862E-1,6.864584398E-1
6.237054083E0,6.094523638E-2,2.652910247E-1,1.256628039E0
6.247124083E0,3.127710736E-1,-1.082178553E-1,1.396557173E0
6.257194083E0,6.250410408E-1,-3.373270404E-1,1.005426393E0
6.267264083E0,1.063342479E0,-2.702177424E-1,5.044504040E-1
6.277334083E0,1.417366244E0,9.022922527E-2,-1.037506557E-1
6.287404083E0,1.714275868E0,4.568563710E-1,-1.873915672E-2
6.297474083E0,2.086230704E0,4.841168213E-1,5.600580096E-1
6.307544083E0,2.231497760E0,3.484813717E-1,1.872787160E-1
6.317614083E0,2.296785431E0,3.389002338E-1,-4.524885374E-1
6.327684083E0,2.008024779E0,3.156256843E-1,-5.786895776E-1
6.337754083E0,1.584729928E0,2.360425393E-1,-3.851426464E-1
6.347824083E0,1.263951385E0,5.084045471E-1,-4.205147928E-1
6.357894083E0,8.568846032E-1,1.219267474E0,-7.914919746E-1
6.367964083E0,3.105160949E-1,1.203817450E0,-6.263952559E-1
6.378034083E0,6.286356166E-2,5.506462582E-1,-5.640861565E-1
6.388104083E0,8.671216160E-2,-1.789675202E-1,-2.559829152E-1
6.398174083E0,-1.094864818E-1,-6.788380560E-1,3.786715329E-2
6.408244083E0,-6.018644321E-1,-7.584248737E-1,-8.131395364E-1
6.418314083E0,-1.052303959E0,-1.155322105E0,-1.878605139E0
6.428384083E0,-1.005187972E0,-1.545508998E0,-1.074890145E0
6.438454083E0,-3.534010363E-1,-1.005547211E0,-6.000044328E-1
6.448524083E0,6.362932764E-1,1.725428554E-1,4.939850575E-1
6.458594083E0,1.063478134E0,9.913876663E-1,2.054168374E0
6.468664083E0,1.053579895E0,1.342794071E0,2.334390922E0
6.478734083E0,7.464532844E-1,1.219841013E0,2.140538766E0
6.488804083E0,3.567545606E-1,8.566591930E-1,1.085428582E0
6.498874083E0,1.498979779E-1,6.464308865E-1,7.266334891E-2
6.508944083E0,3.716987282E-2,5.056533225E-1,-3.039406085E-1
6.519014083E0,2.923315465E-2,5.380414885E-1,-3.871266067E-1
6.529084083E0,1.032021137E-1,7.234251219E-1,-3.251063597E-1
6.539154083E0,1.372392677E-1,7.273219988E-1,-2.429108799E-1
6.549224083E0,2.023487449E-2,5.672258189E-1,-2.974542922E-1
6.559294083E0,-1.014570122E-1,3.797846965E-1,-5.058397025E-1
6.569364083E0,-1.820980829E-1,2.563128443E-1,-5.885561693E-1
6.579434083E0,-1.955328649E-1,3.048979439E-1,-6.817420757E-1
6.589504083E0,-2.888372505E-1,4.627755439E-1,-8.133324945E-1
6.599574083E0,-4.317499984E-1,5.956061572E-1,-8.512008172E-1
6.609644083E0,-6.993928463E-1,7.432419205E-1,-7.056536794E-1
6.619714083E0,-8.107192276E-1,9.393016925E-1,-7.703595525E-1
6.629784083E0,-6.856917237E-1,1.044763243E0,-8.194843501E-1
6.639854083E0,-4.845556913E-1,1.003064702E0,-4.092787832E-1
6.649924083E0,-2.667948554E-1,8.306899542E-1,2.944938469E-1
6.659994083E0,-1.455923076E-1,6.960855880E-1,6.163345367E-1
6.670064083E0,-4.989816494E-2,5.434679970E-1,4.437989902E-1
6.680134083E0,7.445880957E-2,2.914030087E-1,-7.386202812E-3
6.690204083E0,5.156242870E-2,5.087574631E-2,-4.042507625E-1
6.700274083E0,-1.481301454E-1,-2.001414210E-2,-5.575600791E-1
6.710344083E0,-5.447024904E-1,6.769613922E-2,-3.817553544E-1
6.720414083E0,-1.018043734E0,1.900201830E-1,2.278051829E-1
6.730484083E0,-1.247506968E0,3.219169959E-1,8.930347216E-1
6.740554083E0,-1.184264799E0,3.911375043E-1,1.395841473E0
6.750624083E0,-9.688951088E-1,3.765665352E-1,1.767900975E0
6.760694083E0,-8.116197719E-1,4.261135018E-1,2.039377842E0
6.770764083E0,-6.828474918E-1,5.351029703E-1,2.044767221E0
6.780834083E0,-4.669203427E-1,6.061685675E-1,1.819547676E0
6.790904083E0,-2.849639086E-1,5.308555529E-1,1.658698960E0
6.800974083E0,-1.142333977E-1,3.597081354E-1,1.212527754E0
6.811039833E0,-3.435224578E-2,1.554356566E-1,4.320022327E-1
6.821108833E0,2.830622479E-2,-6.571364075E-2,-3.058146411E-1
6.831179833E0,-7.857057162E-2,-3.118437052E-2,-8.609633285E-1
6.841248833E0,-3.733725668E-1,4.232433960E-1,-7.680469787E-1
6.851318833E0,-7.326152638E-1,6.883199009E-1,-3.857606971E-1
6.861388833E0,-9.415201262E-1,6.314718086E-1,-2.707570750E-1
6.871458833E0,-8.192649333E-1,1.004008735E0,-5.292186248E-1
6.881528833E0,-4.771553821E-1,4.740913680E-1,-3.689242244E-1
6.891598833E0,-3.592771956E-1,-2.879005265E-1,-2.858124858E-1
6.901668833E0,-4.217986221E-1,-1.384375083E-1,-7.198834634E-1
6.911738833E0,-2.743465345E-1,2.018423760E-1,-1.280601039E0
6.921808833E0,2.216192673E-1,1.681118354E-1,-1.536595649E0
6.931878833E0,2.247072550E-1,1.062234432E-2,-1.535605715E0
6.941948833E0,1.845235080E-1,-1.509642908E-1,-1.581331526E0
6.952018833E0,1.921889884E-1,-1.069555146E-1,-1.567451990E0
6.962088833E0,1.652313508E-1,-1.602639949E-1,-1.426649283E0
6.972158833E0,1.042149246E-1,1.663506541E-1,-1.140675414E0
6.982228833E0,-3.894369878E-2,3.107707411E-2,-8.871313727E-1
6.992298833E0,-1.329186869E-1,7.646433145E-2,-1.000503622E0
7.002368833E0,-1.915278876E-1,-3.067829400E-2,-9.447322941E-1
7.012438833E0,-2.743417836E-1,3.572496736E-1,-8.897819155E-1
7.022508833E0,-2.848020869E-1,6.135448301E-1,-7.384121203E-1
7.032578833E0,-1.867301740E-1,6.422099277E-1,-7.417041028E-1
7.042648833E0,-1.372857530E-1,6.632064021E-1,-8.900532264E-1
7.052718833E0,-1.357529055E-1,6.633376721E-1,-1.084205929E0
7.062788833E0,-5.746906668E-2,5.491012046E-1,-1.099194682E0
7.072858833E0,1.831713393E-3,5.322837353E-1,-7.708969116E-1
7.082928833E0,-6.689258561E-2,7.380683041E-1,-3.463703442E-1
7.092998833E0,-1.866312830E-1,9.059719786E-1,6.017895877E-2
7.103068833E0,-3.150001784E-1,1.007334047E0,3.518684810E-1
7.113138833E0,-3.498079222E-1,1.162169779E0,4.805814850E-1
7.123208833E0,-2.436616623E-1,1.197703893E0,5.978848171E-1
7.133278833E0,-1.574617899E-1,1.056077606E0,9.341687143E-1
7.143348833E0,-1.093955576E-1,9.959302220E-1,1.281992092E0
7.153418833E0,-5.937006958E-2,9.142107055E-1,1.538135805E0
7.163488833E0,8.422767967E-2,8.257309306E-1,1.647649477E0
7.173558833E0,3.959875504E-1,7.019523919E-1,1.540770561E0
7.183628833E0,7.320424560E-1,5.170853600E-1,1.320795384E0
7.193698833E0,9.774478311E-1,2.058661374E-1,9.894307494E-1
7.203768833E0,1.095942241E0,7.777790844E-2,6.856234574E-1
7.213838833E0,1.047666021E0,2.515010244E-1,6.146499538E-1
7.223908833E0,8.746576537E-1,3.013666642E-1,6.171642566E-1
7.233978833E0,7.527098782E-1,2.428778431E-1,5.116372168E-1
7.244048833E0,7.504581886E-1,2.496986201E-1,2.187174404E-1
7.254118833E0,8.431861118E-1,2.388397560E-1,-6.669626534E-2
7.264188833E0,9.811579625E-1,2.133105201E-1,-2.440025550E-1
7.274258833E0,1.156746925E0,1.905762532E-1,-4.568733644E-1
7.284328833E0,1.312253041E0,7.712214321E-2,-7.883110893E-1
7.294398833E0,1.427109313E0,8.733664423E-2,-1.120973221E0
7.304468833E0,1.513178719E0,2.747138858E-2,-1.230323755E0
7.314538833E0,1.618462807E0,-1.947055569E-1,-1.093740399E0
7.324608833E0,1.603986855E0,-5.619291186E-1,-8.629449499E-1
7.334678833E0,1.595865073E0,-6.055785835E-1,-6.397105354E-1
7.344748833E0,1.498195668E0,-4.892777565E-1,-2.576107800E-1
7.354818833E0,1.393397191E0,-2.368318221E-1,-6.853404522E-2
7.364888833E0,1.517298083E0,-6.269267678E-2,-2.182052243E-1
7.374958833E0,1.615873660E0,-8.347894371E-2,-3.143854898E-1
7.385028833E0,1.611359317E0,1.530646107E-1,-2.416660076E-1
7.395098833E0,1.537033459E0,2.657758319E-1,-2.482868099E-1
7.405168833E0,1.387961181E0,3.905790952E-1,-2.349001944E-1
7.415238833E0,1.187842637E0,6.387741038E-1,-1.284469557E-1
7.425308833E0,1.009602328E0,6.972942075E-1,-2.525587857E-2
7.435378833E0,9.047139502E-1,7.403788313E-1,1.462330163E-2
7.445448833E0,8.908435506E-1,8.110456485E-1,-5.770090878E-2
7.455518833E0,9.510248483E-1,8.746195006E-1,-1.715532142E-1
7.465588833E0,1.002720228E0,9.355284843E-1,-2.960720104E-1
7.475658833E0,1.016526966E0,9.619736865E-1,-4.477160400E-1
7.485728833E0,1.009672933E0,9.823369074E-1,-5.236117297E-1
7.495798833E0,9.949925479E-1,1.058948589E0,-5.954973990E-1
7.505868833E0,9.616681695E-1,1.135135177E0,-5.881959808E-1
7.515938833E0,9.473541856E-1,1.185863574E0,-6.341030556E-1
7.526008833E0,9.997952315E-1,1.310657774E0,-7.650725001E-1
7.536078833E0,1.042711163E0,1.506233689E0,-7.061465997E-1
7.546148833E0,9.916939142E-1,1.148620611E0,-4.942885280E-1
7.556218833E0,8.505193242E-1,1.115222777E0,-5.799999386E-1
7.566288833E0,7.633086875E-1,1.259947796E0,-5.608280879E-1
7.576358833E0,7.827375964E-1,1.372734739E0,-4.554805577E-1
7.586428833E0,7.789372717E-1,1.365242701E0,-4.033421052E-1
7.596498833E0,7.372665777E-1,1.220388459E0,-5.598831779E-1
